description,10x_level,10x_rank,10x_rarity,cast_level,cast_rank,cast_value,fid_level,fid_rank,fid_value,follower_level,follower_rank,follower_value,holder_level,holder_rank,holder_value,luck_level,luck_rank,luck_value,minter_level,minter_rank,minter_value,neynar_level,neynar_rank,neynar_value,nft_level,nft_rank,nft_value,token_level,token_rank,token_value,volume_level,volume_rank,volume_value,warplet_colours,warplet_keywords,warplet_traits,warplet_user_is_pro,warplet_username_farcaster,warplet_username_x,warplet_wallet,secret_level
"This Warplet has a distinctive grayish-purple skin tone and a truly cunning expression, featuring half-closed eyes with a sly smirk that hints at untold secrets. It's dressed to impress in a sharp dark purple suit jacket, revealing a light gray collared shirt with small buttons, showcasing a sophisticated style. Crowning its head is a tall black top hat, adorned with a unique brown and gold chevron-patterned band and a prominent gold emblem. Mysteriously, wisps of purple smoke curl from the hat, adding an air of intrigue and an undeniable edge. The Warplet stands against a solid teal background, exuding a sophisticated yet mischievous vibe that makes it truly stand out.",14,54341,5895,1,5671,19,1,5872,419202,1,6983,394,2,3017,1,1,7078,2923,2,4562,28/10/2025 5:24,2,4477,0.67,1,7968,7,1,5794,9,2,2919,96615,Purple | Black | Gray | Gold | Teal,Sly Warplet | Dapper Warplet | Top Hat Warplet | Purple Suit Jacket | Smoking Hat | Mischievous Expression | Gentleman Warplet | Teal Background,Sly Facial Expression | Half-Closed Eyes | Smirking Mouth | Black Top Hat | Purple Smoke From Hat | Chevron Patterned Hat Band | Gold Hat Emblem | Dark Purple Suit Jacket | Light Gray Collared Shirt | Solid Teal Background,1,mrredl,thormrredl,0x4ac5523c3c02b18dda23e16ed84584f44154db9d,1
"This Warplet has a unique pale beige, bumpy skin texture, adorned with a sharp black suit jacket that adds a touch of unexpected sophistication. Its droopy, half-closed eyes give it a perpetually relaxed or perhaps slightly weary expression, contrasting with its dramatically wide-open mouth. Inside, a formidable array of sharp, off-white teeth frames a prominent, bumpy red tongue, hinting at a playful or perhaps ravenous personality. The solid dark grey background ensures all attention remains on this distinctively dressed Warplet.",20,54347,5896,5,575,1157,2,4609,326702,3,2497,1853,1,9574,1,1,8886,1115,1,9509,31/10/2025 0:16,3,1387,0.96,2,4353,14,1,5180,13,1,7777,1261,Pale Beige | Black | Dark Grey | Red | Off-White,Pale Warplet | Beige Warplet | Warplet In Suit | Black Suit Jacket | Droopy Eyes | Wide Mouth | Sharp Teeth | Red Tongue | Formal Warplet | Tired Warplet | Dapper Warplet,Pale Beige Skin | Bumpy Skin Texture | Black Suit Jacket | Droopy Eyes | Wide-Open Mouth | Sharp Teeth | Red Bumpy Tongue | Dark Grey Background,0,sarahc,sarahc_eth,0x1cfd6eb7696a27e37ba584c0321507585ed63267,1
"This Warplet has an incredibly wide, excited grin, showcasing rows of sharp, white teeth and a pink tongue. Its large, round eyes are wide open, giving it a surprised and eager expression. It is dressed in a dark grey short-sleeved shirt and a cream-colored apron, suggesting a service role. In its right hand, it holds a plain white ceramic mug, ready for a beverage. The Warplet stands against a solid dark grey-brown background, highlighting its vibrant purple skin and unique attire. This Warplet is truly one-of-a-kind, ready to serve up some good vibes and make a statement.",19,54354,5897,3,1491,318,1,8922,1024920,3,2513,1840,2,3269,1,1,7156,2845,2,5051,28/10/2025 7:29,4,1128,0.97,1,9902,0,1,7085,4,1,7837,1152,Purple | Dark Grey | Cream | White | Pink | Brown,Purple Warplet | Grey Shirt | Cream Apron | White Mug | Wide Mouth | Sharp Teeth | Surprised Eyes | Barista Vibe | Eager Expression,"Dark Grey Short-Sleeved Shirt | Cream Apron | White Ceramic Mug | Incredibly Wide, Excited Grin | Rows Of Sharp Teeth | Visible Pink Tongue | Wide, Surprised Eyes",1,greygood,-,0x48e2f7e3287b1081482953e42747a758190de452,1
"This Warplet has vibrant green skin, wide-open eyes, and a massive grin revealing rows of sharp, pointed teeth and a pink tongue. It's rocking stylish pink and white over-ear headphones and a black short-sleeved shirt with a bold white skull pattern and red trim. A lit cigarette casually hangs from its mouth, emitting a wisp of smoke, adding to its edgy, rebellious vibe. The solid dark green background makes this Warplet's unique look pop, making it a truly iconic and expressive collectible.",17,54358,5898,2,3348,69,2,2925,257305,1,7316,327,1,5402,1,2,4682,5319,4,1075,27/10/2025 18:50,1,8776,0.34,2,4144,15,1,8735,1,1,7955,985,Green | Black | White | Pink | Red | Dark Teal,Green Warplet | Pink Headphones | Skull Shirt | Cigarette | Punk Vibe | Edgy Character | Wide Mouth | Sharp Teeth | Dark Green Background,Green Skin | Wide Open Eyes | Sharp Teeth | Pink Tongue | Pink And White Over-Ear Headphones | Black Short-Sleeved Shirt | White Skull Pattern On Shirt | Red Trim On Shirt | Lit Cigarette | Smoke From Cigarette | Solid Dark Green Background,0,gagak,0xfortuna,0x86312ccf680947d881fdb6fe88a27632bfc013e4,4
"This Warplet has a strikingly unique, cracked stone-like body, giving it an ancient, formidable appearance. Its skull-like face features cavernous, empty eye sockets and a wide, maniacal grin revealing rows of menacingly sharp teeth, exuding a truly unforgettable vibe. Wisps of dark, ethereal smoke curl around its form, adding to its mysterious and powerful aura against the stark black background. This Warplet is a true standout, embodying a raw, primal energy that's both captivating and a little bit terrifying.",18,54360,5899,2,4308,39,1,8830,1007108,1,5984,604,2,5068,1,1,7258,2743,1,9441,30/10/2025 19:38,2,3948,0.72,3,2499,34,3,2475,68,2,4549,32001,White | Black | Grey,Skull Warplet | Cracked Body | Stone Creature | Sharp Teeth | Wide Grin | Empty Eyes | Smoke Aura | Grayscale Monster | Eerie Warplet,Cracked Stone Body | Skull Face | Empty Eye Sockets | Wide Grin | Sharp Teeth | Dark Smoke Aura,1,turbodi7el,sah4r_core,0x462ef676804a322e923a4ecd661c23716067448a,1
"This Warplet has a dark grey, cracked skin texture with vibrant orange and electric blue glowing lines tracing its surface. It sports a mischievous wink on its left eye, while its right eye is wide open, looking to the side. Its massive mouth is agape, revealing rows of sharp, golden yellow teeth, a pinkish-purple tongue, and a striking wavy blue line across the back of its throat. A dynamic, bright blue fiery aura emanates from its entire body, making this Warplet truly pop against the solid dark blue background. This Warplet's unique glow and cheeky expression make it a standout.",14,54370,5900,2,3441,65,1,8379,889393,1,6339,527,1,7372,1,1,8405,1596,1,5804,28/10/2025 18:40,2,2723,0.85,2,3573,24,2,3095,41,1,5239,19413,Dark Grey | Orange | Electric Blue | Yellow | Pink | White | Dark Blue,Cracked Skin | Glowing Cracks | Orange And Blue Cracks | Winking Warplet | One Eye Open | Sharp Teeth | Wide Grin | Blue Aura | Energetic Warplet | Mischievous Warplet,Cracked Skin Texture | Glowing Orange Cracks | Glowing Electric Blue Cracks | Winking Eye | One Wide-Open Eye | Sharp Yellow Teeth | Wide Open Mouth | Pink Tongue | Wavy Blue Line In Mouth | Bright Blue Fiery Aura,0,crypto-init,chadpitt,0x2958684c20cc347b9887e3ceea7601a8cc0e2c3a,1
"This Warplet has a distinctive light blue, textured body covered in small dark spots, setting it apart with its unique hue. Its large, heavy-lidded yellow eyes with tiny black pupils give it a sleepy yet mischievous expression, perfectly complemented by a wide smirk that reveals a formidable row of sharp, white, pointed teeth. This Warplet's sly gaze and toothy grin exude a playful cunning, making it a truly expressive and memorable character. It stands confidently on clawed feet, with equally distinct clawed hands visible at its sides, all against a clean, solid periwinkle blue background.",15,54372,5901,1,6032,16,1,7114,540344,3,2544,1819,2,4607,1,1,7110,2891,1,8158,29/10/2025 9:27,2,3112,0.81,1,6590,8,2,3732,26,1,5373,17398,Blue | Yellow | Black | White,Blue Warplet | Droopy Yellow Eyes | Sharp Teeth | Mischievous Smirk | Textured Blue Skin | Periwinkle Background | Sly Expression,Blue Skin | Textured Skin | Dark Spots | Droopy Yellow Eyes | Black Pupils | Wide Smirk | Sharp White Teeth | Clawed Hands | Clawed Feet | Solid Periwinkle Blue Background,1,happygiz.eth,giz_rnd,0x4a1990dd20e24aacf247391a3bb0a038ffbe1042,2
"This Warplet has a striking black, bumpy body with an incredibly wide-open mouth revealing numerous sharp, white teeth and a vibrant red tongue. Its large, wide-set eyes with small black pupils convey an excited or surprised expression. Perched stylishly on its head is a sleek black top hat adorned with a bold red band, adding a touch of dapper flair. A modern blue digital watch is visible on its left wrist, hinting at a unique blend of classic charm and contemporary tech. This Warplet stands out against a clean, solid light yellow background, making its distinctive features pop.",16,54374,5902,1,7389,8,2,4087,300563,2,4822,880,1,6260,1,3,1387,8614,2,3391,28/10/2025 2:27,2,4190,0.7,1,8627,7,1,5846,9,1,8375,466,Black | White | Red | Blue | Yellow,Black Warplet | Top Hat | Red Hat Band | Blue Digital Watch | Wide Eyes | Sharp Teeth | Open Mouth | Excited Warplet | Dapper Warplet | Yellow Background,Black Bumpy Skin | Wide Open Eyes | Small Black Pupils | Wide Open Mouth | Sharp White Teeth | Red Tongue | Black Top Hat | Red Hat Band | Blue Digital Watch | Light Yellow Background,0,coinomy,-,0xdb00f38b0a3fefce155d0b78b9afc1dbd49488d2,2
"This Warplet has a distinctive dark grey body, giving it a unique, muted appearance. Its large, wide white eyes with small black pupils stare forward, conveying a sense of bewilderment or melancholy, further emphasized by its small, downturned mouth. It sports a simple dark grey short-sleeved shirt with a horizontal band across the midsection, complementing its overall somber aesthetic. The Warplet's visible clawed hands and feet add to its creature-like charm. It stands against a solid purple background, making its subdued tones pop. This Warplet's understated yet expressive look makes it a truly one-of-a-kind find.",18,54375,5903,2,3637,57,1,7067,533043,2,3466,1325,2,4778,1,1,7184,2817,1,8630,29/10/2025 16:14,3,2251,0.89,1,8281,7,4,634,1256,1,8447,393,Dark Grey | White | Black | Purple,Dark Grey Warplet | Wide Eyes | Sad Expression | Grey Shirt | Purple Background | Melancholic Creature | Unique Warplet | Pfp,Dark Grey Body | Wide White Eyes | Black Pupils | Downturned Mouth | Dark Grey Short-Sleeved Shirt | Horizontal Shirt Band | Clawed Hands | Clawed Feet | Solid Purple Background,1,sofi888,sofia99155246,0x48198ee94ec2788296a23de916971ae374f88a15,1
"This Warplet has a distinct brownish-grey, lumpy skin texture, setting it apart with an earthy, rugged charm. It rocks a pair of sleek black sunglasses with dark, reflective lenses, giving it an undeniably cool and mysterious aura. Dressed in a cozy brown hoodie, complete with a practical front pouch pocket and visible drawstrings, this Warplet exudes a laid-back yet confident style. Its wide, closed-mouth smile, revealing a row of small, sharp white teeth, hints at a playful and perhaps mischievous spirit. The Warplet is presented against a clean, light blue background, ensuring all its unique features pop. This Warplet's blend of understated cool and subtle edge makes it a truly captivating and one-of-a-kind companion.",16,54391,5904,2,3343,69,1,6850,518363,2,3920,1148,2,3846,1,1,9731,270,1,6220,28/10/2025 20:08,2,3110,0.81,2,3193,32,1,9498,0,2,4680,28987,Brown | Black | Light Blue | White,Warplet | Brown Warplet | Sunglasses | Hoodie | Brown Hoodie | Smiling Warplet | Chill Warplet | Cool Warplet | Lumpy Skin | Sharp Teeth | Light Blue Background,Brownish-Grey Lumpy Skin | Black Sunglasses | Dark Lenses | Brown Hoodie | Front Pouch Pocket | Hoodie Drawstrings | Wide Smile | Sharp White Teeth | Light Blue Background,1,proofos.eth,milesmorgan_,0x06f13176aa24404f8e8beb11ecbea1e18919558a,1
"This Warplet has a striking monochrome appearance, covered in a textured, scaly skin pattern in various shades of grey. Its large, wide-open white eyes with small black pupils convey an expression of intense excitement or surprise. The Warplet's massive, gaping mouth reveals rows of sharp, pointed teeth and a dark grey tongue, giving it a ferociously playful vibe. This unique grayscale Warplet stands out with its distinct lack of color, making it a truly rare and eye-catching specimen against a clean white background.",16,54393,5905,3,1900,214,1,9468,1111276,2,2669,1745,1,8222,1,1,8516,1485,1,7303,29/10/2025 2:43,2,2634,0.86,2,3576,24,2,3265,36,1,6840,3924,Grayscale | Black | White | Grey,Grayscale Warplet | Monochrome Warplet | Scaly Warplet | Wide Mouth Warplet | Sharp Teeth Warplet | Excited Warplet | White Eyes Warplet | Cartoon Warplet,Grayscale Scaly Skin | Wide-Open Mouth | Sharp Pointed Teeth | Large White Eyes | Small Black Pupils | Dark Grey Tongue | White Background,0,nollyspot,nollyspotlight,0x261e0a44bdb60585421afed4de9062999e2b2cd6,2
"This Warplet has a striking reddish-maroon skin tone on its upper body, contrasting with a pale, almost beige lower half. It sports a matching red t-shirt, giving it a distinct, casual look. Its face features wide, tired-looking eyes with small pupils, set above an enormous, gaping mouth filled with rows of sharp, pointed teeth. A pink tongue, also with small teeth-like bumps, is visible within its cavernous maw, suggesting a perpetually hungry or expressive demeanor. This Warplet's unique color palette and intense expression make it a truly memorable creature. The background is a stark, solid black.",16,54394,5906,2,2616,119,1,9009,1049223,2,3488,1314,2,4770,1,2,3663,6338,1,8605,29/10/2025 15:51,2,3503,0.77,1,5687,9,2,5101,13,1,7952,988,Red | Maroon | Beige | Pink | Black | White,Red Warplet | Maroon Warplet | Red Shirt | Wide Mouth | Sharp Teeth | Tired Eyes | Goofy Warplet | Black Background,Reddish-Maroon Skin | Pale Beige Lower Body | Red T-Shirt | Wide Open Mouth | Sharp Teeth | Pink Tongue | Tired Eyes | Black Background,1,iamurchiqz,joshboring1010,0xa21b0b8f1c24e9c92461b12a8768aa97db7ae7b2,4
"This Warplet has a distinct feline appearance, featuring pointed cat ears with pink interiors and a small pink nose. Its entire body is covered in a vibrant, pixelated skin pattern of orange, yellow, and blue squares, giving it a retro, glitchy aesthetic. The Warplet displays an intensely angry expression, with furrowed brows and narrow, dark eyes. Its enormous, wide-open maw reveals rows of menacingly sharp, white teeth and a visible pink tongue, contributing to its fierce demeanor. A glowing purple aura surrounds its unique, blocky form, making it pop against the stark black background. This Warplet's fierce pixelated aesthetic and cat-like traits make it a truly eye-catching and one-of-a-kind creature.",15,54394,5907,1,8610,4,1,5825,414975,1,5355,745,1,6976,1,2,2697,7304,2,4909,28/10/2025 6:48,1,6480,0.51,1,7079,8,2,4688,16,3,1775,226418,Orange | Blue | Yellow | Black | Purple | Pink | White,Pixelated | Cat | Feline | Angry | Retro | Glitch | Orange | Blue | Yellow | Sharp Teeth | Purple Glow,Cat Ears | Pixelated Skin | Angry Expression | Wide Open Mouth | Sharp Teeth | Purple Glow Outline | Black Background,0,jumbogarides,jumbogarides_3,0xbb14456df6815abef6e297adcb0d80d515408168,1
"This Warplet has a vibrant yellow, textured skin with subtle bumps, making it a truly eye-catching creature. Its massive, wide-open mouth reveals an impressive array of sharp, pointed white teeth and a distinct pink, bumpy tongue, set against a deep purple interior. The Warplet's large, round white eyes with small black pupils convey an expression of pure, unbridled excitement or perhaps a mischievous roar. Standing boldly against a stark black background, this Warplet's unique color and exaggerated features make it a standout, embodying the wild and expressive spirit of the Farcaster network.",17,54397,5908,3,2456,133,1,7747,644472,1,8579,137,2,4153,1,2,4311,5690,1,6966,29/10/2025 1:04,1,8580,0.36,2,2811,33,3,1811,123,1,6983,3322,Yellow | Black | White | Pink | Dark Purple,Yellow Warplet | Sharp Teeth Monster | Wide Eyes Creature | Open Mouth Warplet | Bumpy Yellow Skin | Black Background Pfp | Mischievous Monster | Energetic Warplet,"Yellow Skin | Textured, Bumpy Skin | Wide-Open Mouth | Sharp White Teeth | Pink Bumpy Tongue | Large White Eyes | Small Black Pupils | Black Background",1,catrypoi,hodoozz,0x8f7bb274e7c65fb66f9b88ccbd3eb824d1a836e0,1
